description,nof_floor,garage,garden,backdoor,nof_bathroom,nof_room,h_id
"47 Chestnut Street in Boston, MA was built in 1829 with a total of 4010 sq ft. The current listing price for this property is 3300000 with a per sq ft price of 822.94. The property has 2 floors, 14 bedrooms, 8 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Between West Cedar Street and Willow Street.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,4,12,327
"45 Chestnut Street in Boston, MA was built in 1890 with a total of 4515 sq ft. The current listing price for this property is 3950000 with a per sq ft price of 874.86. The property has 2 floors, 12 bedrooms, 4 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Charles Street turn left on Mt. Vernon, right on Willow and right on Chestnut Street.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,10,328
"4-4A Chestnut St in Boston, MA was built in 1900 with a total of 5342 sq ft. The current listing price for this property is 4995000 with a per sq ft price of 935.04. The property has 2 floors, 10 bedrooms, 5 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Mt. Vernon Street take first left after State House and first right to Chestnut Street. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,6,10,329
"51 Chestnut Street in Boston, MA was built in 1830 with a total of 4774 sq ft. The current listing price for this property is 5875000 with a per sq ft price of 1230.62. The property has 2 floors, 10 bedrooms, 6 bathrooms, and 1 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Between West Cedar and Willow Streets. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,6,10,330
"130 Mount Vernon in Boston, MA was built in 1935 with a total of 3246 sq ft. The current listing price for this property is 3999000 with a per sq ft price of 1231.98. The property has 2 floors, 10 bedrooms, 6 bathrooms, and 1 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Flat-of-the- Hill. Charles Street to Mount Vernon.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,4,8,331
"8 Walnut Street in Boston, MA was built in 1812 with a total of 3920 sq ft. The current listing price for this property is 4800000 with a per sq ft price of 1224.49. The property has 2 floors, 8 bedrooms, 4 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Near the top of Chestnut. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,11,332
"74 Beacon St in Boston, MA was built in 1900 with a total of 7921 sq ft. The current listing price for this property is 13950000 with a per sq ft price of 1761.14. The property has 2 floors, 11 bedrooms, 5 bathrooms, and 1 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Located on Beacon Street, between River and Brimmer Streets, facing the Boston Public Gardens.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,9,17,333
"36 Lime St in Boston, MA was built in 1912 with a total of 5424 sq ft. The current listing price for this property is 6700000 with a per sq ft price of 1235.25. The property has 2 floors, 17 bedrooms, 9 bathrooms, and 1 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Charles Street to right on Mt vernon left onto River, Right onto Lime.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,6,14,334
"8 West Cedar Street in Boston, MA was built in 1827 with a total of 5081 sq ft. The current listing price for this property is 5500000 with a per sq ft price of 1082.46. The property has 2 floors, 14 bedrooms, 6 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Across from Acron Street.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,4,11,335
"22 Chestnut Street in Boston, MA was built in 1823 with a total of 8239 sq ft. The current listing price for this property is 10500000 with a per sq ft price of 1274.43. The property has 2 floors, 11 bedrooms, 4 bathrooms, and 4 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: On Chestnut Street off of Walnut Street.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,7,15,336
"6 Strong Place in Boston, MA was built in 1820 with a total of 2048 sq ft. The current listing price for this property is 1395000 with a per sq ft price of 681.15. The property has 2 floors, 15 bedrooms, 7 bathrooms, and 0 parking spaces. The property is located in the Beacon Hill Neigborhood Boston, MA-. Directions: Located on Strong Place, a private way on the back of the Hill off of Cambridge Street near MGH.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,3,12,337
"410 Beacon St in Boston, MA was built in 1899 with a total of 9107 sq ft. The current listing price for this property is 8850000 with a per sq ft price of 971.78. The property has 2 floors, 12 bedrooms, 3 bathrooms, and 2 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: Beacon St. between Gloucester & Hereford Sts.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,6,13,338
"10 Marlborough Street in Boston, MA was built in 1905 with a total of 11118 sq ft. The current listing price for this property is 11750000 with a per sq ft price of 1056.84. The property has 2 floors, 13 bedrooms, 6 bathrooms, and 0 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: Traveling south on Arlington, turn right on Marlborough-house is about half-way down on left.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,9,20,339
"211 Commonwealth Ave in Boston, MA was built in 1883 with a total of 15000 sq ft. The current listing price for this property is 15500000 with a per sq ft price of 1033.33. The property has 2 floors, 20 bedrooms, 9 bathrooms, and 5 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: Comm Between E&F.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,14,18,340
"318 Beacon Street in Boston, MA was built in 1881 with a total of 10500 sq ft. The current listing price for this property is 9300000 with a per sq ft price of 885.71. The property has 2 floors, 18 bedrooms, 14 bathrooms, and 4 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: Waterside Beacon Street between Exeter and Fairfield Street.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,10,19,341
"46 Appleton in Boston, MA was built in 1890 with a total of 3500 sq ft. The current listing price for this property is 3495000 with a per sq ft price of 998.57. The property has 2 floors, 19 bedrooms, 10 bathrooms, and 2 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Appleton Street, Between Berkley & Clarendon. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,4,13,342
"293 Marlborough St in Boston, MA was built in 1899 with a total of 4760 sq ft. The current listing price for this property is 5699000 with a per sq ft price of 1197.27. The property has 2 floors, 13 bedrooms, 4 bathrooms, and 0 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: Marlborough Street between Fairfield and Gloucester Streets. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,9,343
"119 Warren Avenue in Boston, MA was built in 1890 with a total of 3077 sq ft. The current listing price for this property is 2750000 with a per sq ft price of 893.73. The property has 2 floors, 9 bedrooms, 5 bathrooms, and 0 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: On Warren Avenue between Clarendon and Dartmouth Streets.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,4,8,344
"156 West Brookline Street in Boston, MA was built in 2012 with a total of 3805 sq ft. The current listing price for this property is 3500000 with a per sq ft price of 919.84. The property has 2 floors, 8 bedrooms, 4 bathrooms, and 0 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Between Warren Ave and Tremont Street. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,8,345
"27 Lawrence in Boston, MA was built in 1868 with a total of 2138 sq ft. The current listing price for this property is 1299000 with a per sq ft price of 607.58. The property has 2 floors, 8 bedrooms, 5 bathrooms, and 0 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Second house in from Clarendon on Lawrence St.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,3,7,346
"353 Beacon Street in Boston, MA was built in 1870 with a total of 5000 sq ft. The current listing price for this property is 5750000 with a per sq ft price of 1150. The property has 2 floors, 7 bedrooms, 3 bathrooms, and 0 parking spaces. The property is located in the Back Bay Neigborhood Boston, MA-. Directions: On Beacon Street between Fairfield and Gloucester Street. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,6,10,347
"17 Union Park in Boston, MA was built in 1856 with a total of 5800 sq ft. The current listing price for this property is 4950000 with a per sq ft price of 853.45. The property has 2 floors, 10 bedrooms, 6 bathrooms, and 2 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Between Tremont Street and Shawmut Avenue.  One way from Shawmut to Tremont.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,12,348
"14 Rutland Sq in Boston, MA was built in 1860 with a total of 3771 sq ft. The current listing price for this property is 3500000 with a per sq ft price of 928.14. The property has 2 floors, 12 bedrooms, 5 bathrooms, and 0 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Columbus Avenue or Tremont Street to Rutland Square. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,5,9,349
"14 Rutland Street in Boston, MA was built in 2000 with a total of 2123 sq ft. The current listing price for this property is 1795000 with a per sq ft price of 845.5. The property has 2 floors, 9 bedrooms, 5 bathrooms, and 1 parking spaces. The property is located in the South End Neigborhood Boston, MA-. Directions: Rutland Street between Cumston and Washington. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,3,6,350
"3 Leslie Park in Boston, MA was built in 1906 with a total of 1430 sq ft. The current listing price for this property is 99900 with a per sq ft price of 69.86. The property has 2 floors, 6 bedrooms, 3 bathrooms, and 0 parking spaces. The property is located in the Roxbury Neigborhood Boston, MA-. Directions: Walnut Ave. to Leslie Pk.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,2,6,351
"54 Townsend St in Boston, MA was built in 1900 with a total of 2962 sq ft. The current listing price for this property is 305000 with a per sq ft price of 102.97. The property has 2 floors, 6 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Roxbury Neigborhood Boston, MA-. Directions: See Map Quest. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,3,10,352
"133 Martin Luther King Blvd in Boston, MA was built in 2004 with a total of 2103 sq ft. The current listing price for this property is 274900 with a per sq ft price of 130.72. The property has 2 floors, 10 bedrooms, 3 bathrooms, and 1 parking spaces. The property is located in the Roxbury Neigborhood Boston, MA-. Directions: Washington to Martin Luther King. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,2,5,353
"2 OSGOOD COURT in Boston, MA was built in 2012 with a total of 1860 sq ft. The current listing price for this property is 385000 with a per sq ft price of 206.99. The property has 2 floors, 5 bedrooms, 2 bathrooms, and 0 parking spaces. The property is located in the Roxbury's Fort Hill Neigborhood Boston, MA-. Directions: Washington Street to Osgood Court. Private Way.. Please contact crazy eight at mno@pqr.com if interested.",2,0x796573,0x796573,0x796573,3,7,354
